id,miembros,dia_0,dia_1,dia_2,dia_3,dia_4,dia_5,dia_6,dia_7
2038,5,15,40,32,55,53,4,1,72
2039,5,22,1,36,40,30,95,47,53
2040,5,24,45,10,22,12,73,15,66
2041,4,80,11,3,9,53,1,20,46
2042,4,27,66,71,5,47,17,46,67
2043,4,35,11,95,25,40,38,21,8
2044,4,9,1,43,10,38,87,23,18
2045,3,43,24,4,46,40,1,2,31
2046,3,26,20,68,94,33,57,10,55
2047,4,95,11,99,6,3,61,38,1
2048,2,82,98,8,25,95,66,36,47
2049,6,94,1,30,11,95,46,12,66
2050,3,87,38,18,3,36,40,89,54
2051,7,10,53,80,81,40,35,38,72
2052,5,32,41,22,40,1,16,29,96
2053,5,62,1,26,4,27,46,38,3
2054,3,59,50,11,55,56,100,4,93
2055,2,10,25,1,45,24,68,46,87
2056,4,74,23,39,66,32,26,93,67
2057,4,39,7,73,15,1,58,21,55
2058,3,73,47,29,44,1,10,74,12
2059,4,53,17,24,83,88,61,28,19
2060,5,50,67,18,52,25,75,22,38
2061,2,4,80,22,68,42,31,46,94
2062,7,8,94,30,60,6,24,67,17
2063,3,38,7,87,3,45,31,9,10
2064,5,4,1,53,78,68,89,40,75
2065,4,39,52,14,3,42,7,40,84
2066,2,17,3,53,68,82,50,62,58
2067,5,67,68,17,75,8,78,29,53
2068,8,32,28,96,81,48,1,17,30
2069,5,17,95,25,18,83,14,1,10
2070,2,45,38,33,1,5,21,43,66
2071,5,60,3,35,16,82,95,13,40
2072,3,40,32,94,75,52,26,11,12
2073,3,4,47,59,29,35,9,89,12
2074,3,99,53,96,1,13,4,17,40
2075,2,52,2,26,60,47,13,91,82
2076,6,78,18,95,47,69,74,27,59
2077,2,9,38,52,5,12,47,25,21
2078,5,63,66,46,54,86,61,24,4
2079,6,1,68,16,35,10,88,4,61
2080,3,1,27,91,19,53,13,3,95
2081,7,37,74,49,53,13,8,18,58
2082,4,17,95,49,53,38,30,10,40
2083,2,25,3,29,11,12,80,99,66
2084,4,44,4,46,40,33,31,29,1
2085,2,19,52,53,25,24,39,36,3
2086,2,3,54,13,38,66,1,61,26
2087,5,54,59,92,12,22,3,4,68
2088,6,25,94,48,26,45,5,2,37
2089,5,43,83,7,38,76,1,5,12
2090,2,63,35,3,60,87,33,75,38
2091,2,67,62,82,21,26,46,54,45
2092,5,24,47,66,67,61,53,18,51
2093,6,1,22,40,9,63,15,27,55
2094,2,46,5,80,74,4,52,67,2
2095,3,82,13,75,47,1,10,80,34
2096,6,27,26,88,67,89,25,3,73
2097,7,26,74,71,67,40,20,29,52
2098,4,5,36,67,87,14,43,60,26
2099,5,61,59,10,64,34,53,38,56
2100,4,34,67,60,5,12,1,53,26
2101,4,1,4,95,39,68,98,47,61
2102,4,25,46,1,11,87,5,4,31
2103,5,36,32,5,8,39,50,75,2
2104,4,88,66,59,25,5,36,27,89
2105,2,30,10,66,87,9,60,80,36
2106,4,16,22,26,1,46,23,54,82
2107,4,87,27,12,49,3,17,24,96
2108,3,21,95,7,96,1,67,28,87
2109,7,15,12,46,94,38,42,66,40
2110,5,96,80,61,69,54,52,18,8
2111,3,29,97,33,59,69,27,54,18
2112,4,66,27,3,4,6,52,87,5
2113,5,14,33,1,6,89,68,38,16
2114,7,38,4,75,40,89,33,52,19
2115,8,87,10,60,96,82,7,88,38
2116,4,13,9,75,18,79,59,25,24
2117,3,27,17,80,96,45,23,24,3
2118,3,19,66,82,59,32,28,9,48
2119,3,42,3,45,24,25,31,19,26
2120,4,53,45,7,40,14,24,39,21
2121,4,50,11,1,14,85,25,88,4
2122,6,33,47,3,68,59,12,2,42
2123,4,61,10,24,37,72,52,4,19
2124,5,68,60,25,59,1,73,11,71
2125,3,87,1,55,58,50,11,94,26
2126,4,61,75,6,82,25,41,24,17
2127,3,52,1,26,3,68,11,47,45
2128,3,38,4,96,1,40,49,88,61
2129,5,11,32,52,45,60,2,22,63
2130,4,99,80,66,57,29,14,54,7
2131,3,40,82,41,73,88,31,10,56
2132,4,26,10,75,20,61,17,4,67
2133,3,57,4,89,25,23,82,73,91
2134,3,42,10,19,1,32,52,11,75
2135,4,31,43,25,3,11,81,40,4
2136,4,8,60,75,19,14,17,72,1
2137,4,88,25,80,46,27,1,83,84
2138,2,40,80,73,82,25,90,19,89
2139,4,33,45,54,11,18,32,1,24
2140,3,68,94,47,38,46,1,53,28
2141,4,52,56,19,38,24,26,96,28
2142,5,96,11,23,94,76,47,68,16
2143,4,36,4,1,66,11,68,95,79
2144,4,84,24,18,73,41,1,20,52
2145,3,1,75,29,24,66,59,67,6
2146,2,32,51,19,47,60,52,75,1
2147,4,67,96,58,10,24,36,17,15
2148,7,40,16,94,5,53,4,48,59
2149,4,17,48,11,88,12,47,33,22
2150,3,41,3,33,18,86,96,46,73
2151,4,32,46,55,87,96,61,17,88
2152,5,9,39,54,36,96,95,66,46
2153,2,32,77,80,15,47,93,19,61
2154,7,16,44,13,22,5,89,33,32
2155,3,96,68,52,54,99,29,39,24
2156,3,77,38,88,66,45,74,44,62
2157,2,29,73,55,38,75,20,96,3
2158,5,95,87,74,68,77,88,64,31
2159,5,26,10,49,96,25,33,60,36
2160,2,1,29,39,11,13,52,28,24
2161,2,74,39,1,82,37,33,14,77
2162,4,29,60,1,10,59,89,70,75
2163,5,94,11,18,17,95,25,26,47
2164,5,17,60,24,44,59,6,74,3
2165,6,88,64,37,75,87,82,18,20
2166,6,87,3,32,58,1,18,45,86
2167,3,44,10,45,52,2,96,68,31
2168,4,95,36,47,3,1,8,6,18
2169,3,1,8,29,88,73,75,4,83
2170,5,81,11,18,21,75,46,26,54
2171,5,25,1,54,67,69,40,89,49
2172,5,70,98,60,25,5,33,94,18
2173,4,33,66,67,47,25,32,69,89
2174,2,59,73,9,94,70,66,41,54
2175,3,30,91,18,32,51,87,12,68
2176,4,31,67,80,4,18,75,24,15
2177,3,18,54,39,31,46,33,88,24
2178,4,96,82,25,38,41,4,24,3
2179,2,15,24,17,6,68,25,75,5
2180,5,24,28,21,81,61,94,18,71
2181,2,40,15,63,75,18,32,95,19
2182,8,53,67,1,24,94,39,89,59
2183,7,43,12,1,25,48,34,66,54
2184,4,76,82,26,4,90,17,37,44
2185,3,87,96,40,68,11,16,80,14
2186,4,1,67,37,96,18,62,53,46
2187,3,30,49,94,80,3,1,4,24
2188,4,1,44,42,25,19,67,95,87
2189,4,53,1,6,25,22,39,43,26
2190,5,74,7,31,19,89,18,11,81
2191,3,1,90,11,47,80,66,61,35
2192,4,12,1,86,33,43,90,64,17
2193,5,7,81,3,28,24,31,44,61
2194,4,11,86,1,14,73,27,61,52
2195,5,60,18,53,11,66,5,25,89
2196,3,11,54,94,39,66,53,17,47
2197,5,17,49,3,88,25,32,24,55
2198,8,97,14,54,5,47,17,24,37
2199,4,3,24,94,40,19,98,46,28
2200,3,1,10,93,11,3,21,17,25
2201,2,33,45,1,54,38,3,10,17
2202,4,16,41,22,90,38,81,1,59
2203,6,98,42,94,99,53,59,17,73
2204,6,57,38,1,11,32,86,95,40
2205,5,17,44,7,26,74,3,67,81
2206,2,36,82,28,46,59,57,18,40
2207,7,1,53,5,80,69,34,88,63
2208,7,80,1,2,98,13,87,45,73
2209,7,95,23,38,53,77,73,20,94
2210,5,10,73,55,57,47,87,26,1
2211,4,20,98,52,31,33,47,7,32
2212,4,66,46,7,2,86,12,18,29
2213,3,33,11,7,38,25,71,13,2
2214,4,60,12,61,11,82,93,100,96
2215,2,33,96,26,12,58,17,40,34
2216,4,58,74,17,80,27,56,94,10
2217,4,41,26,66,19,27,9,40,61
2218,5,35,67,52,13,33,87,26,69
2219,4,19,23,2,81,53,67,7,42
2220,6,65,89,3,5,54,99,23,1
2221,6,6,27,17,89,26,66,1,39
2222,4,1,60,10,66,46,82,39,52
2223,5,24,60,32,35,61,3,63,59
2224,4,52,39,26,53,95,5,57,7
2225,5,58,81,8,75,1,52,50,24
2226,2,68,57,46,81,59,63,31,45
2227,4,66,95,54,47,30,4,61,34
2228,5,47,1,54,67,94,18,25,95
2229,5,3,67,36,24,5,20,94,12
2230,2,20,40,26,5,1,94,77,48
2231,4,43,53,15,50,70,76,29,5
2232,2,31,8,1,88,42,67,75,45
2233,5,8,94,51,3,31,95,61,39
2234,5,52,26,31,46,41,11,21,74
2235,2,47,14,38,53,17,96,3,25
2236,3,32,88,22,1,2,23,17,48
2237,4,21,96,48,9,75,39,47,51
2238,4,83,53,31,100,2,24,41,89
2239,3,19,47,1,17,75,95,38,46
2240,4,99,17,1,21,18,87,94,66
2241,4,59,19,14,88,26,81,58,31
2242,7,5,67,60,54,1,95,74,6
2243,4,10,94,17,52,61,95,24,1
2244,3,68,37,75,89,1,53,13,5
2245,7,30,52,4,92,95,12,59,73
2246,4,33,19,1,44,18,53,67,73
2247,5,75,61,19,81,10,47,18,73
2248,3,89,67,11,4,1,97,75,95
2249,3,74,61,82,89,78,1,46,80
2250,6,80,26,1,18,41,13,74,96
2251,4,1,18,47,38,16,20,54,87
2252,3,33,96,9,36,54,13,53,59
2253,4,8,37,46,1,60,78,97,59
2254,3,8,42,67,47,46,52,45,59
2255,4,98,67,89,42,21,99,29,38
2256,8,14,1,99,43,19,32,96,38
2257,4,60,87,25,88,38,18,74,85
2258,4,29,40,12,14,27,18,89,1
2259,4,1,3,28,54,38,51,39,87
2260,4,5,3,56,32,37,67,21,59
2261,4,66,10,1,54,14,12,46,6
2262,4,11,21,52,15,40,1,41,42
2263,5,33,81,1,17,80,54,72,24
2264,3,1,91,100,52,67,44,96,61
2265,6,7,75,73,52,11,1,12,33
2266,4,40,80,94,10,67,66,52,53
2267,3,21,32,56,5,1,88,95,52
2268,2,26,41,1,47,11,75,5,55
2269,3,32,16,3,24,10,59,4,19
2270,3,14,79,60,85,52,3,51,47
2271,2,46,23,26,78,70,5,48,18
2272,5,24,37,81,85,13,8,27,33
2273,5,33,19,73,66,45,53,21,46
2274,4,79,26,72,89,54,41,12,18
2275,6,24,7,20,66,6,2,80,1
2276,3,28,10,31,38,57,69,47,1
2277,3,24,74,16,67,39,60,68,21
2278,4,73,4,94,25,28,12,23,96
2279,6,4,40,13,89,27,95,77,53
2280,2,82,29,24,31,33,11,68,25
2281,4,88,10,16,26,73,95,68,18
2282,4,16,4,52,3,6,53,32,39
2283,5,33,50,11,40,46,53,68,57
2284,5,64,87,12,5,11,94,17,63
2285,5,81,47,24,5,21,1,15,74
2286,4,11,1,33,95,25,39,63,85
2287,6,95,12,24,47,61,23,72,89
2288,3,33,1,60,18,26,68,13,28
2289,7,61,1,22,98,3,87,96,11
2290,5,12,95,1,61,18,32,43,80
2291,2,30,1,11,19,17,24,35,51
2292,3,45,10,13,49,12,33,68,74
2293,2,47,1,82,46,49,8,6,67
2294,3,45,33,62,27,79,32,31,95
2295,4,66,49,81,3,38,53,91,37
2296,3,15,1,65,34,60,42,38,11
2297,3,1,55,76,37,19,72,20,94
2298,3,1,19,89,24,88,64,46,36
2299,3,13,31,81,47,67,60,1,73
2300,4,85,38,4,52,95,31,1,57
2301,4,1,45,3,38,7,4,22,80
2302,4,75,60,1,39,52,54,29,66
2303,4,81,25,1,60,18,3,22,14
2304,5,93,13,2,38,57,12,32,11
2305,3,39,1,26,74,24,36,81,23
2306,2,33,6,1,39,7,24,54,55
2307,3,23,32,79,85,30,1,78,82
2308,4,40,31,49,68,24,8,60,45
2309,5,10,58,60,95,22,6,1,9
2310,4,21,73,96,94,3,4,40,19
2311,4,4,40,67,1,11,48,16,74
2312,6,70,2,4,3,18,33,40,11
2313,3,24,19,40,96,94,41,17,13
2314,7,39,20,96,12,47,3,48,87
2315,5,35,32,26,36,25,46,4,95
2316,3,31,57,15,1,77,88,38,94
2317,4,4,59,12,52,29,67,80,14
2318,8,87,24,61,14,20,81,33,39
2319,4,73,1,25,19,74,14,61,65
2320,3,23,11,46,68,72,31,96,15
2321,6,13,10,55,76,89,30,35,1
2322,5,87,88,5,29,50,89,20,22
2323,4,68,47,87,26,3,13,1,15
2324,6,1,18,23,54,17,82,95,73
2325,6,25,12,1,87,5,15,85,8
2326,5,87,23,21,19,88,31,45,14
2327,4,10,53,54,17,18,35,34,67
2328,3,74,19,75,39,87,4,45,40
2329,4,78,54,46,17,4,47,94,5
2330,5,94,19,26,23,92,57,25,24
2331,5,84,45,3,53,5,91,61,17
2332,4,14,29,11,1,86,95,32,49
2333,4,30,6,13,57,74,22,59,1
2334,3,1,33,7,24,26,8,21,37
2335,3,61,25,47,59,24,29,97,82
2336,5,58,15,39,38,1,92,14,45
2337,3,41,24,17,80,9,12,52,13
2338,3,96,1,7,66,5,65,23,55
2339,4,47,90,56,87,76,53,14,44
2340,3,100,39,8,73,63,68,52,86
2341,4,13,68,47,61,58,4,82,1
2342,3,1,5,61,54,31,24,30,59
2343,5,1,59,12,10,44,49,24,26
2344,5,12,94,53,100,17,2,26,95
2345,2,6,48,89,33,17,32,49,25
2346,4,74,53,67,19,39,1,37,18
2347,8,40,45,1,80,88,66,51,32
2348,5,75,19,25,87,100,1,60,28
2349,2,24,39,1,33,80,25,66,10
2350,3,19,1,11,53,6,28,40,17
2351,4,1,44,8,32,11,48,90,50
2352,4,81,32,30,8,22,25,35,98
2353,4,32,35,2,81,26,16,25,10
2354,3,39,46,12,10,82,13,9,98
2355,4,59,38,12,73,57,1,25,50
2356,7,6,74,87,31,39,27,40,25
2357,5,44,17,3,59,38,56,75,68
2358,5,24,46,96,48,60,3,18,12
2359,5,79,53,90,54,62,4,18,39
2360,2,1,95,25,26,47,96,3,84
2361,8,45,82,3,78,40,8,17,60
2362,7,11,18,7,15,85,45,47,25
2363,3,82,94,81,33,35,58,11,1
2364,5,5,45,35,96,94,55,18,74
2365,4,94,59,89,17,20,41,64,1
2366,5,40,1,61,89,53,3,27,94
2367,4,31,56,74,26,16,38,60,2
2368,5,10,53,74,1,15,92,3,61
2369,6,75,30,82,11,51,39,90,3
2370,3,15,52,3,49,1,22,23,75
2371,3,20,87,5,84,60,99,3,36
2372,5,35,80,32,17,74,95,59,73
2373,3,1,61,89,81,78,20,4,60
2374,6,19,67,82,9,94,58,25,52
2375,4,80,5,31,26,100,53,67,39
2376,4,45,18,53,37,16,96,95,75
2377,2,47,53,3,75,72,15,11,60
2378,2,20,66,53,82,70,88,100,98
2379,4,60,66,2,76,44,51,89,24
2380,4,60,22,33,87,94,66,9,39
2381,5,95,16,12,5,4,42,9,30
2382,3,59,23,2,86,1,80,20,11
2383,6,61,66,5,40,74,38,1,80
2384,3,72,10,56,20,24,1,16,52
2385,2,53,7,96,42,24,6,44,75
2386,3,46,87,53,23,56,39,52,20
2387,6,80,59,46,12,52,88,82,1
2388,2,26,31,46,77,48,1,87,69
2389,5,30,50,45,12,40,68,56,54
2390,3,67,44,10,87,18,27,81,20
2391,2,32,26,14,12,4,1,10,29
2392,6,51,3,79,93,25,70,38,12
2393,2,18,10,95,74,1,83,40,20
2394,3,11,1,88,15,45,74,54,51
2395,5,24,52,92,26,75,47,1,25
2396,4,31,20,38,33,94,1,54,53
2397,4,45,94,31,1,26,4,67,42
2398,4,32,78,44,61,17,22,45,27
2399,7,10,1,67,19,89,60,78,2
2400,4,1,73,75,9,25,4,24,32
2401,4,67,82,17,20,73,52,19,43
2402,5,1,82,9,72,62,59,25,37
2403,4,46,96,73,1,88,4,81,45
2404,8,4,59,52,2,88,46,39,24
2405,6,25,66,32,42,1,8,27,12
2406,4,63,13,32,4,88,19,54,10
2407,3,52,11,31,71,25,53,37,47
2408,2,18,5,54,41,11,10,82,46
2409,2,7,24,4,5,88,33,1,62
2410,3,26,12,39,89,31,5,38,18
2411,4,1,96,80,12,10,19,3,26
2412,3,8,78,39,19,14,1,87,12
2413,5,75,15,80,87,21,12,74,73
2414,4,39,94,3,1,73,54,5,23
2415,2,1,61,72,85,14,60,2,54
2416,6,18,75,40,1,57,39,15,87
2417,7,51,46,49,61,48,82,8,25
2418,7,5,78,61,18,26,75,22,32
2419,5,1,87,24,52,95,67,94,31
2420,5,52,31,88,95,66,87,1,39
2421,2,66,38,18,67,31,17,14,47
2422,7,72,74,24,54,51,66,73,3
2423,5,12,54,72,53,19,82,26,36
2424,3,96,32,70,4,35,8,15,3
2425,5,3,45,56,99,4,69,1,73
2426,3,27,39,20,30,18,31,55,26
2427,4,50,22,81,18,5,32,97,60
2428,4,53,1,9,94,5,32,66,26
2429,5,12,73,94,1,38,26,33,47
2430,4,45,17,36,3,1,14,59,61
2431,4,42,87,73,3,67,61,45,97
2432,4,59,1,39,10,21,71,23,22
2433,2,56,11,88,44,25,55,84,77
2434,4,13,59,12,76,8,89,34,17
2435,7,14,81,24,17,54,88,16,29
2436,3,48,58,35,32,52,92,68,17
2437,4,61,87,97,53,74,46,11,4
2438,3,55,61,25,59,44,1,20,7
2439,7,35,81,73,8,3,16,1,37
2440,4,94,12,5,55,33,56,45,83
2441,4,22,80,100,14,33,87,55,38
2442,7,5,13,34,51,26,57,1,72
2443,6,29,23,89,72,87,53,39,59
2444,4,1,68,82,9,67,46,80,39
2445,3,96,20,66,40,11,1,18,45
2446,4,50,44,24,66,1,3,45,75
2447,4,54,35,80,25,46,24,31,1
2448,2,27,5,23,60,25,80,4,100
2449,4,19,11,39,68,26,6,7,3
2450,4,58,36,18,80,44,25,59,87
2451,3,62,89,25,82,1,18,95,80
2452,3,59,89,29,1,60,25,85,19
2453,4,1,31,13,59,32,10,24,52
2454,5,12,73,24,1,38,54,39,2
2455,4,48,25,10,42,18,94,57,49
2456,8,60,46,4,81,24,29,80,44
2457,5,41,4,19,5,47,31,61,73
2458,4,58,30,43,52,17,44,60,5
2459,5,89,18,87,47,28,20,88,58
2460,4,1,46,12,89,3,5,47,88
2461,3,2,33,44,1,10,75,5,68
2462,2,67,10,3,1,5,19,24,45
2463,2,16,19,100,1,71,25,95,51
2464,4,4,19,29,1,23,74,53,59
2465,5,1,31,28,89,26,7,18,5
2466,5,66,37,96,53,87,1,94,25
2467,4,1,40,32,89,80,71,90,68
2468,3,60,46,81,21,76,87,7,80
2469,8,26,61,95,11,89,67,5,17
2470,4,45,61,17,96,81,8,19,67
2471,6,3,79,19,80,50,88,59,34
2472,6,39,88,38,40,95,1,18,69
2473,2,51,73,18,37,82,62,66,45
2474,6,12,29,26,1,10,4,38,28
2475,5,23,5,11,1,7,95,14,38
2476,4,75,54,9,88,10,1,24,81
2477,3,27,39,11,30,1,40,95,25
2478,2,1,98,15,10,39,46,66,77
2479,3,58,23,16,59,19,67,47,1
2480,4,95,1,40,25,46,76,52,69
2481,4,3,96,19,39,61,1,29,75
2482,3,53,11,61,46,86,29,56,1
2483,5,5,85,32,45,24,56,17,81
2484,5,19,20,11,14,37,21,5,95
2485,4,28,39,23,56,1,80,67,3
2486,4,26,16,41,9,12,74,60,38
2487,4,12,25,39,4,89,45,18,2
2488,6,17,96,81,73,19,68,18,1
2489,4,74,3,59,66,48,62,60,45
2490,4,47,18,5,1,93,17,13,89
2491,3,96,13,67,19,10,59,53,1
2492,3,82,60,3,75,59,15,53,39
2493,3,73,76,1,53,88,81,44,37
2494,7,3,32,1,28,59,31,26,58
2495,2,12,1,5,3,57,49,34,74
2496,2,67,84,5,70,63,18,8,55
2497,3,11,82,80,54,47,53,27,6
2498,6,27,12,31,88,14,5,42,25
2499,4,46,94,47,53,31,59,80,1
2500,2,10,16,1,59,31,4,96,45
2501,6,1,77,73,28,80,52,66,14
2502,4,20,31,66,19,82,4,73,78
2503,4,37,21,11,8,43,56,16,22
2504,2,20,88,18,96,1,35,38,16
2505,7,24,1,33,46,16,7,68,53
2506,4,75,55,2,12,88,48,89,95
2507,4,66,4,59,40,1,17,96,16
2508,3,38,67,1,55,88,82,68,94
2509,4,54,9,45,92,52,47,38,1
2510,4,9,33,41,32,28,27,23,5
2511,7,10,32,18,1,9,25,11,27
2512,3,30,67,1,56,39,31,90,53
2513,2,11,34,46,74,37,1,10,7
2514,7,1,59,16,75,13,8,46,6
2515,4,61,5,31,3,29,59,23,67
2516,5,81,44,1,33,29,24,61,57
2517,5,17,67,26,73,54,21,82,81
2518,5,24,38,77,50,45,18,95,54
2519,8,2,91,77,81,75,72,1,9
2520,4,11,53,32,36,3,31,27,55
2521,5,1,58,7,14,24,2,87,45
2522,7,9,1,59,75,19,82,33,68
2523,4,1,53,39,74,13,54,21,87
2524,4,7,24,26,80,95,42,82,60
2525,3,29,79,95,67,5,17,1,10
2526,5,26,46,4,80,95,5,14,66
2527,3,89,52,42,47,38,87,39,3
2528,6,53,24,54,14,6,90,68,81
2529,4,64,1,97,10,95,13,53,35
2530,5,3,31,4,24,77,96,80,34
2531,4,40,3,59,22,17,98,5,31
2532,4,38,1,2,80,53,7,24,19
2533,4,41,74,17,18,1,34,10,67
2534,4,41,51,25,96,80,40,10,57
2535,4,88,37,25,1,16,32,66,24
2536,5,68,1,45,6,2,58,44,72
2537,2,94,61,96,29,47,91,81,74
2538,4,65,75,42,1,41,73,32,54
2539,4,59,14,35,67,81,61,9,10
2540,5,59,9,94,1,88,80,10,15
2541,6,53,31,19,75,61,66,88,14
2542,2,45,60,2,4,77,68,28,85
2543,6,95,89,28,1,5,82,25,15
2544,3,61,82,11,1,81,87,28,18
2545,2,33,24,59,29,73,32,3,6
2546,4,31,1,17,19,80,22,52,81
2547,5,31,87,25,7,89,8,70,96
2548,2,94,12,74,73,24,53,28,80
2549,5,17,80,41,97,69,23,10,15
2550,3,5,75,41,17,95,44,27,12
2551,4,1,20,59,31,54,74,39,4
2552,4,53,32,80,65,46,48,45,13
2553,3,11,89,6,60,54,7,25,32
2554,2,3,5,49,11,54,30,91,42
2555,5,59,47,39,75,12,80,6,1
2556,4,71,26,2,38,45,39,46,68
2557,2,74,96,80,33,50,77,83,68
2558,6,34,83,9,47,33,2,87,13
2559,5,26,78,4,16,52,1,54,32
2560,4,12,48,5,4,94,74,43,1
2561,5,16,11,33,4,71,57,32,31
2562,4,88,1,94,26,73,59,19,66
2563,3,80,87,10,49,13,19,45,14
2564,2,88,5,14,68,52,23,1,69
2565,3,33,25,58,67,2,24,50,5
2566,2,1,40,10,21,67,8,43,80
2567,3,1,9,39,89,28,33,82,96
2568,6,89,20,45,38,59,44,39,18
2569,2,29,17,67,33,1,44,28,96
2570,5,1,21,52,30,67,66,29,53
2571,7,12,46,22,4,47,20,82,17
2572,4,21,32,33,3,54,53,55,58
2573,3,45,13,53,81,75,24,62,85
2574,3,12,8,96,1,94,32,63,29
2575,3,10,68,61,74,67,87,12,42
2576,4,4,40,18,86,56,52,6,20
2577,4,75,31,5,82,26,71,59,11
2578,6,41,1,53,17,13,99,9,74
2579,2,81,24,94,25,45,32,46,1
2580,2,31,94,59,10,87,45,7,83
2581,5,10,17,47,37,89,60,21,1
2582,2,73,89,23,14,84,33,27,47
2583,2,19,52,4,7,81,55,60,36
2584,4,27,94,13,81,18,2,11,38
2585,7,98,15,46,95,54,74,17,88
2586,4,67,87,32,20,60,1,59,21
2587,3,37,20,74,46,26,25,96,1
2588,2,40,73,29,13,5,11,1,80
2589,6,32,52,95,62,5,10,4,1
2590,7,4,53,55,39,24,61,38,80
2591,5,9,34,74,72,56,39,1,82
2592,4,19,59,39,38,66,49,57,5
2593,4,1,87,89,88,96,9,58,94
2594,5,31,75,54,28,21,49,68,47
2595,3,1,38,22,5,93,74,67,46
2596,3,54,64,87,98,67,45,46,1
2597,2,2,96,11,10,5,94,59,19
2598,4,45,37,13,53,95,6,40,54
2599,2,10,67,3,27,24,41,25,18
2600,4,2,8,4,75,15,1,50,12
2601,2,10,31,66,59,18,39,42,3
2602,5,51,1,25,6,75,54,11,31
2603,4,10,1,46,80,87,11,19,54
2604,6,12,54,28,39,22,87,73,40
2605,3,10,26,52,73,68,44,94,9
2606,8,89,14,15,18,12,53,55,25
2607,2,52,11,85,95,36,89,15,50
2608,5,75,46,16,36,8,80,22,12
2609,7,72,74,45,4,47,28,96,11
2610,5,89,28,88,5,79,85,12,45
2611,6,71,16,82,75,33,87,62,10
2612,2,59,4,46,31,87,61,3,18
2613,6,96,9,14,73,53,30,16,25
2614,6,58,74,39,59,26,48,11,61
2615,4,53,39,13,73,25,89,3,82
2616,5,48,50,61,36,83,31,67,3
2617,3,59,36,82,46,94,20,74,10
2618,5,11,19,21,18,26,58,81,22
2619,4,1,25,47,52,6,45,16,67
2620,4,1,88,79,11,36,74,82,45
2621,5,87,8,44,78,47,9,73,46
2622,3,46,73,21,1,82,94,25,51
2623,5,16,95,96,39,1,91,35,24
2624,7,47,6,32,17,36,11,80,94
2625,3,33,40,36,39,68,45,49,53
2626,6,43,40,54,31,24,44,80,36
2627,5,26,31,25,1,37,38,82,34
2628,4,33,1,92,89,32,54,88,19
2629,3,59,45,52,26,87,33,19,40
2630,2,79,21,16,73,60,9,61,12
2631,5,19,67,23,57,39,14,10,45
2632,4,23,12,95,2,73,93,1,46
2633,3,87,18,90,59,1,54,40,66
2634,6,59,47,48,88,58,1,20,46
2635,5,12,54,76,19,3,89,61,40
2636,2,1,80,52,16,55,24,60,4
2637,4,30,53,1,20,10,79,9,75
2638,6,94,21,1,13,26,54,17,9
2639,6,12,39,14,45,66,2,1,10
2640,4,8,94,40,1,21,12,38,54
2641,5,23,60,63,83,26,52,56,4
2642,8,5,68,22,82,31,32,11,4
2643,4,85,24,22,33,72,66,98,9
2644,3,11,67,86,25,45,10,26,38
2645,4,42,88,18,2,28,89,38,82
2646,2,37,82,18,1,21,32,29,88
2647,2,59,6,43,11,74,1,54,16
2648,3,33,10,40,54,75,50,82,31
2649,6,1,14,74,10,61,46,76,17
2650,4,3,2,68,55,82,33,6,28
2651,4,2,88,92,11,83,27,16,59
2652,6,11,47,32,29,73,98,26,24
2653,5,33,1,24,89,25,20,22,36
2654,5,45,93,20,21,94,26,1,18
2655,6,1,6,10,17,24,13,26,33
2656,6,81,94,9,1,7,3,20,96
2657,2,24,4,1,46,8,10,22,50
2658,4,40,12,24,9,31,15,27,7
2659,5,1,31,61,46,59,96,24,39
2660,2,25,87,59,12,38,29,40,1
2661,5,16,10,42,79,3,1,38,96
2662,3,44,67,88,19,75,53,61,39
2663,4,24,29,1,26,68,41,73,2
2664,4,57,5,80,59,25,88,18,21
2665,2,80,89,17,61,46,31,87,10
2666,5,24,39,3,35,73,20,33,26
2667,3,85,100,40,1,43,9,3,32
2668,2,29,19,3,16,1,51,97,34
2669,4,19,96,12,81,4,54,39,25
2670,2,25,40,53,18,44,67,47,4
2671,5,33,41,15,45,89,46,50,28
2672,3,65,35,12,46,30,4,82,39
2673,4,15,83,61,81,91,40,39,95
2674,7,18,34,1,19,32,47,5,10
2675,5,87,100,17,31,61,55,15,5
2676,6,27,87,1,100,73,25,30,41
2677,5,50,52,81,42,60,67,40,5
2678,7,44,26,61,10,99,47,100,5
2679,2,17,29,87,44,54,32,40,59
2680,8,67,73,25,20,24,3,27,18
2681,5,89,66,74,45,54,32,71,9
2682,6,1,81,87,74,4,97,36,19
2683,4,75,74,5,24,82,4,87,81
2684,3,51,75,88,95,34,74,37,12
2685,7,67,54,44,17,80,56,38,82
2686,5,37,21,89,38,23,19,7,88
2687,6,40,12,46,19,68,61,75,97
2688,7,40,5,97,19,39,94,73,52
2689,4,48,12,17,61,30,24,1,41
2690,6,12,11,53,1,4,40,73,54
2691,5,11,67,80,10,75,29,74,87
2692,5,1,58,24,4,18,39,38,32
2693,3,28,54,33,73,25,81,34,17
2694,7,87,90,39,32,75,35,80,64
2695,2,47,89,28,3,1,80,60,67
2696,4,56,47,1,69,11,33,75,14
2697,4,19,31,10,18,43,81,3,27
2698,8,1,55,39,13,24,60,11,59
2699,4,60,80,24,28,87,27,63,4
2700,5,31,68,5,4,24,74,50,38
2701,7,31,1,82,18,61,53,17,96
